source,text,Data Bersih,sentiment_score,sentiment_label
YouTube,"Trimakasih atas info nya bang, sangat bermanfaat jdi bahan pertimbangan buat beli mobil EV.👍🙏",trimakasih info nya bang manfaat jdi bahan timbang beli mobil ev,6,Positif
YouTube,"Penting untuk diingat bahwa harga mobil bukan satu-satunya faktor yang mempengaruhi pilihan konsumen dalam memilih mobil listrik atau mobil dengan mesin pembakaran internal. Konsumen juga mempertimbangkan faktor-faktor seperti jangkauan, waktu pengisian, ketersediaan stasiun pengisian daya, dan kinerja mobil itu sendiri, dan tentu saja harga sparepart. Jadi kalau perusahaan dan pemerintah mau kerjasama manangani ini, masalah akan selesai dan orang mau beli mobil ev. Peralihan jangan setengah².",harga mobil satusatunya faktor pengaruh pilih konsumen pilih mobil listrik mobil mesin bakar internal konsumen timbang faktorfaktor jangkau isi sedia stasiun isi daya kerja mobil harga sparepart usaha perintah kerjasama manangani selesai orang beli mobil ev alih tengah,25,Positif
YouTube,"Trimakasih infonya , yg awam jadi lebih paham",trimakasih info awam paham,1,Positif
YouTube,"Sy sih berharap pabrikan mobil yg mau bertahan di ICE bisa terus bikin riset bahan bakar alternatif yg lebih go green dan harga bersaing dgn bahan bakar fosil. Ga mungkin khan perusahaan minyak yg riset. Baterai aja bs terus bikin teknologi baru, masa BBM ga bisa",sy sih harap pabrikan mobil tahan ice bikin riset bahan bakar alternatif go green harga saing bahan bakar fosil khan usaha minyak riset baterai bikin teknologi bbm,-2,Negatif
YouTube,"Sy biasa pakai ICE, dan sdh 6 bulan pakai EV (Omoda E5), sy merasakan manfaat pling besar nyaman, kabin mewah, ambientnya suka, dan pasti ngevharge di rumah serasa private. Mengenai jarak.. sy biasa pakai ke Bandung, Bogor, BSD dll. Ada fast charging di semua rest area. Mengenai harga jual, sy blm kepikiran jual, masih cinta. Malah sy ingin beli lagi. Klo uang pas2an, ya jgn beli EV, pakai yg ada saja. EV mmg khusus yg punya duit lebih aja, nga usah gaya2an klo duit terbatas.",sy pakai ice sdh pakai ev omoda e sy rasa manfaat pling nyaman kabin mewah ambientnya suka ngevharge rumah serasa private jarak sy pakai bandung bogor bsd dll fast charging rest area harga jual sy pikir jual cinta sy beli klo uang pas ya jgn beli ev pakai ev mmg khusus duit nga gaya klo duit batas,29,Positif
YouTube,"Yah"" gue paling demen konten yg edukasi secara kompleks mengenai mobil listrik' krna selama ini banyak vloger otomotif hanya memebahas sesuai kebutuhan pemerintah untk menarik minat memebeli mobil listrik. Tanpa memberi penjelasan komplels dn resiko2 pemakaian dn kerugian",yah gue demen konten edukasi kompleks mobil listrik krna vloger otomotif bahas sesuai butuh perintah untk tarik minat beli mobil listrik jelas komplels dn resiko pakai dn rugi,9,Positif
YouTube,"Semoga dikabulkan bisa punya EV China Omoda EV5, Netta X, BYD atau Cloud EV ❤❤
Aamiinn yra....🙏🙏🙏",moga kabul ev china omoda ev netta x byd cloud ev aamiinn yra,1,Positif
YouTube,"Alhamdulillah sempet ngalemin era transisi alat telekomunikasi dan komputer..

Kayaknya transisi otomotif ini kurang lebih bakal sama lah karakternya..We'll see..",alhamdulillah sempet ngalemin era transisi alat telekomunikasi komputer kayak transisi otomotif karakternyawell see,2,Positif
YouTube,"Kalau menurutku ya, Ev bagus buat indonesia karna negara kita masih hobi impor bbm, yang artinya rupiah kita harus ditukar ke dolar dulu. Kalo listrik kita sanggup buat sendiri jadinya ga perlu pake dolar. Itu sih kelebihan utamanya menurut saya, koreksi ya kalau salah 🙏",turut ya ev bagus indonesia karna negara hobi impor bbm rupiah tukar dolar listrik sanggup pakai dolar sih lebih utama koreksi ya salah,7,Positif
YouTube,"cocok dah jadi dokter motor,ko 😊",cocok dah dokter motorko,1,Positif
YouTube,"Konsep w beli mobil listrik ya buat istri pake.
W gak harus kontrol oli, dll.
Sekali-kali ban boleh lah.",konsep beli mobil listrik ya istri pakai gak kontrol oli dll sekalikali ban,7,Positif
YouTube,Domo bisa servis reparasi mobil2 antik  ga th 60an,domo servis reparasi mobil antik th an,7,Positif
YouTube,konten ini sbenernya lebih ke cemas bisnis bengkel mobil konvensional dilibas sama era mobil listrik.,konten sbenernya cemas bisnis bengkel mobil konvensional libas era mobil listrik,2,Positif
YouTube,Internet beda dengan mesin,internet beda mesin,-2,Negatif
YouTube,"siapa jg yg mau beli ev umur 15th 70jit, lagian garansi kan klo batere rusak, klo emg kapasitas penyimpanan habis ya tetap beli batere jg ujung2nya, yg hampir sama kayak beli mobil baru lg",beli ev umur th jit garansi klo batere rusak klo kapasitas simpan habis ya beli batere ujung kayak beli mobil,15,Positif
YouTube,kualitas kenyamanan dan waktu charge / isi bbm nya beda,kualitas nyaman charge isi bbm nya beda,8,Positif
YouTube,"Benar bgt ini ….. semua ada plus dan minus nya kok dari beli mobil
EV or Mobil non EV ….",banget plus minus nya beli mobil ev or mobil non ev,4,Positif
YouTube,"Yakin mau pakai mobil sampai 15 tahun?
Yakin juga setelah 15 tahun ada yg mau beli 70 juta, terus orang itu harus ganti baterai seharga 100 jutaan, sementara mobil listrik baru saat itu sdh 150 jutaan . . .",pakai mobil beli juta orang ganti baterai harga juta mobil listrik sdh juta,13,Positif
YouTube,"Masalahnya, harga mobil adalah faktor terbesar yang dipikirkan konsumen Indonesia untuk membeli mobil",harga mobil faktor besar pikir konsumen indonesia beli mobil,8,Positif
YouTube,"sini gue jelasin:
- untuk spek dan dimensi yg serupa tetapi hanya berbeda mesin (kovensional dan listrik), selisih EV dan bensin bisa sampai 50%!! (contoh mobil konvensional HRV 1.5 SE sekitar 400 jt , dibandingkan dengan EV 400 jt juga)
- pajak HRV 1.5 SE sekitar 5,3 juta x 2 tahun = 10,6 juta ""saja"", sedangkan pajak EV = 0
- BBM HRV 1.5 SE jika dipakai harian kerja di jakarta, 400k per minggu x 4 = 1,6 jt per bulan x 12 = 19,2 juta per tahun x 2 = 38,4 jt untuk 2 tahun 
- Toal pengeluaran wajib selama 2 tahun diluar servis = 49 juta
- pengeluaran wajib EV gak usah kita hitung !! 😉

[Konvensional] 2 tahun kemudian dijual, HRV 1.5 SE (2022 ke 2024) masih bisa laku 350 jt !! (direct ke pembeli), cuma kurang 50+ jt, depresiasi hanya 12,5% !!
biaya wajib 2 tahun mobil + depresiasi = 49 jt + 50 jt = 99 jt

[EV / mobil listrik] 2 tahun kemudian dijual, EV, hanya diterima hanya sekitar 200 - 250 jt aja !! (direct ke pembeli), udah kurang sampai 150 jt !! depresiasi hingga 45% !!
biaya charging tidak perlu kita input, biaya depresiasi EV udah jauh mengalahkan depresiasi mobil konvensional !!

jadi, kesimpulannya untung dimana? ada yg bisa jelaskan> EV adalah scam!!
benar kata mereka, mobil yg dipake sampai rusak karena gak ada harga jual HAHAHA 🤣",gue jelasin spek dimensi beda mesin kovensional listrik selisih ev bensin contoh mobil konvensional hrv jt banding ev jt pajak hrv juta x juta pajak ev bbm hrv pakai hari kerja jakarta minggu x jt x juta x jt toal keluar wajib luar servis juta keluar wajib ev gak hitung konvensional jual hrv laku jt direct beli jt depresiasi biaya wajib mobil depresiasi jt jt jt ev mobil listrik jual ev terima jt direct beli udah jt depresiasi biaya charging input biaya depresiasi ev udah kalah depresiasi mobil konvensional simpul untung mana ev scam mobil dipake rusak gak harga jual hahaha,15,Positif
YouTube,@ismaillilipaly  thankyu,thankyu,0,Netral
YouTube,Konsumen negara mana?,konsumen negara,0,Netral
YouTube,Mantab komen nya 👍,mantab komen nya,0,Netral
YouTube,"Oh ya btw subsidi BBM bakal dicabut diganti BLT, jadi enjoy kenaikannya ya guys. Salam EV",oh ya btw subsidi bbm cabut ganti blt enjoy naik ya guys salam ev,11,Positif
YouTube,"Konsumen indo 90% berfikir beli mobil dan suatu saat bisa di jual lg😂
Lihat ev anjlok gw yakin  pada ogah2an lirik ev😂
Minimal hybrid",konsumen indo berfikir beli mobil jual lihat ev anjlok gw ogah lirik ev minimal hybrid,-6,Negatif
YouTube," @AfterUsOnlySilence  sama aja hybrid juga anjlok parah, dia ada komponen baterai. Dah gitu perawatan mesin jg dihitung",hybrid anjlok parah komponen baterai dah gitu awat mesin hitung,-9,Negatif
YouTube,Musuhnya itu nox dan kemampuan metal mesin. Dikasih AFR bensin super lean di mesin Gasoline direct injection aja NOXnya langsung lompat tinggi dan suhu pembakaran jadi tinggi karena Bensin yg disemprot cuma sedikit sedangkan kita tahu jika fungsi bensin diruang bakar juga sebagai pendingin,musuh nox mampu metal mesin kasih afr bensin super lean mesin gasoline direct injection noxnya langsung lompat suhu bakar bensin semprot fungsi bensin ruang bakar dingin,4,Positif
YouTube,Aww,aww,0,Netral
YouTube,Betul juga....gak usah gaya2anlah.....mampunya naik sepeda ya sepeda saja.,jugagak gayaanlahmampunya sepeda ya sepeda,4,Positif
YouTube,"Cm bisa ke kota besar ya om,klo ke pedesaan gmn?",cm kota ya omklo desa,3,Positif
YouTube, @bleu.channel  gak masalah.. di desa kan ada listrik PLN,channel gak desa listrik pln,0,Netral
YouTube,jgn diulti bang minimal skill 1 dlu 😂,jgn diulti bang minimal skill dlu,-3,Negatif
YouTube,Btw beli cash apa kredit bang 😁,btw beli cash kredit bang,4,Positif
YouTube,mobil EV produksi saat ini di masa depan tidak akan pernah ditemui oleh anak cucu kita. Itu kenapa? karena mobil EV dalam beberapa tahun ke depan begitu setelah produksi akan berakhir di tempat sampah. Tidak seperti mobil VW safari dan teman2nya yg masih terlihat lalu lalang di jalanan walau sudah puluhan tahun lalu diproduksi.,mobil ev produksi temu anak cucu mobil ev produksi sampah mobil vw safari teman lalang jalan puluh produksi,-2,Negatif
YouTube,Sangat setuju,tuju,3,Positif
YouTube,cuma ke Bandung ternyata,bandung,-1,Negatif
YouTube,"Kalau orang banyak duit ya gak bakal lah beli mobil listrik. Kocak banget.🤣 Justru mobil listrik itu buat orang yang baru lolos dari jurang kemiskinan baru punya rumah kpr dan  maksa pengen punya mobil buat pamer dikampung. 

Pajak murah biaya ngecharge juga murah minim perawatan dan service
Hal tsb diatas Udah cocok banget kan  
Buat kaum mendang mending? 

Coba Bandingkan dengan orang yang beli alphard pajaknya alpard sebulan aja udah sama kayak pajak mobil listrik selama 15 bulan. Belum biaya servicenya yang jutaan  belum buat beli pertamax turbo udah berapa tuh 
Kocak kocak... 😂🤣

Orang kaya itu kenyamanan kemewahan dan gengsi diatas segalanya. 

Emang ada bos artis atau pejabat kendaraaan pribadinya byd wuling chery? 
Orang berduit udah mainnya bugatti,lambo,bentley ferari atau sekere kerenya alphard. 😂😂

Coba Bayangin aja ketika ada seorang kaya diundang ke acara party dia bawa mobil byd seal Sedangkan rekan yang lainnya bawaanya roll royce.. 
Pasti temennya pada komen ""what the hell is it!""",orang duit ya gak beli mobil listrik kocak banget mobil listrik orang lolos jurang miskin rumah kpr maksa ken mobil pamer kampung pajak murah biaya ngecharge murah minim awat service tsb atas udah cocok banget kaum dang mending coba banding orang beli alphard pajak alpard bulan udah kayak pajak mobil listrik biaya servicenya juta beli pertamax turbo udah tuh kocak kocak orang kaya nyaman mewah gengsi atas emang bos artis jabat kendaran pribadi byd wuling chery orang duit udah main bugattilambobentley ferari kere kere alphard coba bayangin kaya undang acara party bawa mobil byd seal rekan bawaanya roll royce temennya komen what the hell is it,26,Positif
YouTube,Neta Abang saya Mao dijual tu baru beli 7 bln lalu,neta abang mao jual tu beli bln,3,Positif
YouTube,udah tau bahan untuk pembuatan tenaga listrik ini bang?,udah tau bahan buat tenaga listrik bang,-3,Negatif
YouTube, @ismaillilipaly  pakai batu bara...,pakai batu bara,4,Positif
YouTube,Sepakat !! 👍👍,sepakat,4,Positif
YouTube,"Benar. Tinggal tergantung PLN mau bikin listrik dari sumber apa. Kl hobinya masih sama makan solar, ya ga jadi irit. (Cuma itu problem diluar kendali kita). Kl kita mau pake solar panel buat charging EV kita, ya lebih irit lg.",tinggal gantung pln bikin listrik sumber kl hobi makan solar ya irit problem luar kendali kl pakai solar panel charging ev ya irit,7,Positif
YouTube, @dbudianto  sementara banyak pakai batubara karena punya stock banyak dan susah di ekspor,pakai batubara stock susah ekspor,-3,Negatif
YouTube,SUPPORT DR MOBIL👍🏻👍🏻,support dr mobil,5,Positif
YouTube,Mmgnya beli mobil ICE/berBBM tdk anjok harganya? Apa lg kalau EV sdh jd trend masa depan.,mmgnya beli mobil iceberbbm anjok harga ev sdh trend,6,Positif
YouTube,"Koh. Lulung, mhn pencerahan ...😊🙏. Berarti jk. Ingin hybrid pun sbg mbl pertama, tdk di rekomendasi ??😅",koh lulung mhn cerah jk hybrid sbg mbl rekomendasi,0,Netral
YouTube,"Koreksi beberapa hal ya, ini baca dibuku service. Waranty bukan hilang klo dipindah tangan tapi warranty nya jadi 8 tahun gk lagi lifetime warranty. 
Setuju yang punya dana mending beli, yang tidak punya mendang jangan.
Yang sudah punya nikmatin aja, kan niat juga beli buat pake.
Yang belum punya test drive aja terus😊",koreksi ya baca buku service waranty hilang klo pindah tangan warranty nya lifetime warranty tuju dana mending beli dang nikmatin niat beli pakai test drive,25,Positif
YouTube,Om dokter makin lama makin fair dalam bahas kendaraan ev.,om dokter fair bahas kendara ev,5,Positif
YouTube,"Teknologi itu JANGAN Di lawan bro Apalagi kalo pemerintah dah full  peraturan no bensin kedepan nya untuk  mobil pribadi  buat  ngurangin SUBSIDI BBM  kita liat harga jual nya gimana , market pasti  bergeser sejarah nya udah ada",teknologi lawan bro perintah dah full atur no bensin depan nya mobil pribadi ngurangin subsidi bbm lihat harga jual nya gimana market geser sejarah nya udah,11,Positif
YouTube,trimaksih infonya...,trimaksih info,-3,Negatif
YouTube,Hybrid termasuk oke koh. Kaya Nissan Kick e power rute dalam kotanya bagus koh pernah ada yang tes full tank bisa sampai jembatan Suramadu dari Jakarta.,hybrid oke koh kaya nissan kick e power rute kota bagus koh tes full tank jembatan suramadu jakarta,3,Positif
YouTube,"Kita di jadikan kelinci percobaan oleh panrik EV..
Betul juga ya bang..anda keren bang.",jadi kelinci coba panrik ev ya banganda keren bang,7,Positif
YouTube,Untuk saat ini yang lebih cocok di Indonesia ya memang teknologi Hybrid bukan full EV untuk saat ini ya. Sembari menunggu infrastrtuktur nya jadi dan lengkap. Tinggal Pemerintahnya nih serius atau engga untuk industri EV di Indonesia.,cocok indonesia ya teknologi hybrid full ev ya sembari tunggu infrastrtuktur nya lengkap tinggal perintah nih serius engga industri ev indonesia,11,Positif
YouTube,Bg elu live kalo bahas ev knp biar jelas tanya langsung respon,bg elu live bahas ev biar langsung respon,14,Positif
YouTube,Udah perlu ganti id nih jadi doktermobilkhususnonev bang 😊,udah ganti id nih doktermobilkhususnonev bang,3,Positif
YouTube,"7:26 sebagai pengguna wagon, saya senyum senyum😁",guna wagon senyum senyum,5,Positif
YouTube,even kendaraan listrik pun kena tech winter. ada ketidakpastian dan keputusasaan sementara buat capai sustainaiblity,even kendara listrik kena tech winter ketidakpastian keputusasaan capai sustainaiblity,-4,Negatif
YouTube,"Susah nyari second mobil listrik 
Apalagi yg murah yg drop harganya,,, coba cari d market place",susah nyari second mobil listrik murah drop harga coba cari market place,-2,Negatif
YouTube,Terima kasih informasinya,terima kasih informasi,6,Positif
YouTube,"Market domo itu sevicr mobil2 yg udah gak garansi atau diatas 5 tahun menurut gw, dan jumlahnya lebih banyak dri mobil baru atau EV, jdi marketnya masih panjang bos ku, aneh bgt ada yg bilang takut bengkelnya gak laku",market domo sevicr mobil udah gak garansi atas gw mobil ev jdi marketnya bos ku aneh banget bilang takut bengkel gak laku,7,Positif
YouTube,tenkyu infonya koh lung lung,tenkyu info koh lung lung,-3,Negatif
YouTube,"Awal dari disruption buat bengkel, EV.
Makanya edukasinya Ko Lung Lung ini agar induce fear kepada para calon pembeli EV, agar bisnis Domo bisa sustain kedepan nya.
Walaupun buka Divisi EV dan Hybrid, potensi revenue nya akan jauh lebih rendah dari bisnis bengkel ICE, karena maintenance checklist ICE lebih banyak. Ini mirip case Telco Operator shift dari SMS/Voice ke Data.
Seuntung-untungnya jualan kuota, jauh lebih untung jualan SMS/Voice.
Good luck Ko Lung Lung, at least Domo bisa ganti strateginya jadi berfokus di EV/Hybrid. Karena akan makin murah aja EV di Indo setelah berbagai taxation Mobcin EV di US dan EUR.",disruption bengkel ev edukasi ko lung lung induce fear calon beli ev bisnis domo sustain depan nya buka divisi ev hybrid potensi revenue nya rendah bisnis bengkel ice maintenance checklist ice case telco operator shift smsvoice data seuntunguntungnya jual kuota untung jual smsvoice good luck ko lung lung at least domo ganti strategi fokus evhybrid murah ev indo taxation mobcin ev us eur,24,Positif
